task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
1270,cnp_endurance_multivm_20260918T130822Z-task-0001270,detect.synthetic,2026-09-18T13:55:57.796708+00:00,2026-09-18T13:55:57.850393+00:00,2540.047,ubuntu-beta,ok,54.002,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962186}",{},2874,andy-VirtualBox,False
1271,cnp_endurance_multivm_20260918T130822Z-task-0001271,correlate.synthetic,2026-09-18T13:55:59.807021+00:00,2026-09-18T13:55:59.865806+00:00,2542.063,ubuntu-beta,ok,58.809,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944235}",{},2874,andy-VirtualBox,False
1272,cnp_endurance_multivm_20260918T130822Z-task-0001272,parse.synthetic,2026-09-18T13:56:01.796449+00:00,2026-09-18T13:56:01.847102+00:00,2544.047,debian-alpha,ok,50.807,0,"{""debian-alpha"": 0.983478, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1273,cnp_endurance_multivm_20260918T130822Z-task-0001273,route.synthetic,2026-09-18T13:56:03.803558+00:00,2026-09-18T13:56:03.855218+00:00,2546.047,ubuntu-beta,ok,52.032,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986471}",{},2874,andy-VirtualBox,False
1274,cnp_endurance_multivm_20260918T130822Z-task-0001274,detect.synthetic,2026-09-18T13:56:05.796230+00:00,2026-09-18T13:56:05.866976+00:00,2548.063,ubuntu-beta,ok,71.105,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962197}",{},2874,andy-VirtualBox,False
1275,cnp_endurance_multivm_20260918T130822Z-task-0001275,correlate.synthetic,2026-09-18T13:56:07.808057+00:00,2026-09-18T13:56:07.865698+00:00,2550.063,ubuntu-beta,ok,57.767,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944515}",{},2874,andy-VirtualBox,False
1276,cnp_endurance_multivm_20260918T130822Z-task-0001276,parse.synthetic,2026-09-18T13:56:09.806098+00:00,2026-09-18T13:56:09.855053+00:00,2552.047,debian-alpha,ok,49.064,0,"{""debian-alpha"": 0.983507, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1277,cnp_endurance_multivm_20260918T130822Z-task-0001277,route.synthetic,2026-09-18T13:56:11.795463+00:00,2026-09-18T13:56:11.840922+00:00,2554.032,ubuntu-beta,ok,45.464,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986482}",{},2874,andy-VirtualBox,False
1278,cnp_endurance_multivm_20260918T130822Z-task-0001278,detect.synthetic,2026-09-18T13:56:13.797708+00:00,2026-09-18T13:56:13.849351+00:00,2556.047,ubuntu-beta,ok,52.086,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962199}",{},2874,andy-VirtualBox,False
1279,cnp_endurance_multivm_20260918T130822Z-task-0001279,correlate.synthetic,2026-09-18T13:56:15.805912+00:00,2026-09-18T13:56:15.867045+00:00,2558.063,ubuntu-beta,ok,61.257,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944517}",{},2874,andy-VirtualBox,False
1280,cnp_endurance_multivm_20260918T130822Z-task-0001280,parse.synthetic,2026-09-18T13:56:17.807719+00:00,2026-09-18T13:56:17.858032+00:00,2560.063,debian-alpha,ok,50.385,0,"{""debian-alpha"": 0.983511, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1281,cnp_endurance_multivm_20260918T130822Z-task-0001281,route.synthetic,2026-09-18T13:56:19.799787+00:00,2026-09-18T13:56:19.849521+00:00,2562.047,ubuntu-beta,ok,49.819,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986483}",{},2874,andy-VirtualBox,False
1282,cnp_endurance_multivm_20260918T130822Z-task-0001282,detect.synthetic,2026-09-18T13:56:21.804921+00:00,2026-09-18T13:56:21.856364+00:00,2564.047,ubuntu-beta,ok,51.516,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962201}",{},2874,andy-VirtualBox,False
1283,cnp_endurance_multivm_20260918T130822Z-task-0001283,correlate.synthetic,2026-09-18T13:56:23.796479+00:00,2026-09-18T13:56:23.848004+00:00,2566.047,ubuntu-beta,ok,51.487,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.94452}",{},2874,andy-VirtualBox,False
1284,cnp_endurance_multivm_20260918T130822Z-task-0001284,parse.synthetic,2026-09-18T13:56:25.804404+00:00,2026-09-18T13:56:25.865212+00:00,2568.063,debian-alpha,ok,61.007,0,"{""debian-alpha"": 0.983536, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1285,cnp_endurance_multivm_20260918T130822Z-task-0001285,route.synthetic,2026-09-18T13:56:27.805543+00:00,2026-09-18T13:56:27.857470+00:00,2570.063,ubuntu-beta,ok,52.271,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986485}",{},2874,andy-VirtualBox,False
1286,cnp_endurance_multivm_20260918T130822Z-task-0001286,detect.synthetic,2026-09-18T13:56:29.798745+00:00,2026-09-18T13:56:29.848753+00:00,2572.047,ubuntu-beta,ok,49.949,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962202}",{},2874,andy-VirtualBox,False
1287,cnp_endurance_multivm_20260918T130822Z-task-0001287,correlate.synthetic,2026-09-18T13:56:31.804872+00:00,2026-09-18T13:56:31.864046+00:00,2574.063,ubuntu-beta,ok,59.138,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944521}",{},2874,andy-VirtualBox,False
1288,cnp_endurance_multivm_20260918T130822Z-task-0001288,parse.synthetic,2026-09-18T13:56:33.803531+00:00,2026-09-18T13:56:33.851267+00:00,2576.047,debian-alpha,ok,47.816,0,"{""debian-alpha"": 0.983538, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1289,cnp_endurance_multivm_20260918T130822Z-task-0001289,route.synthetic,2026-09-18T13:56:35.807138+00:00,2026-09-18T13:56:35.901755+00:00,2578.094,ubuntu-beta,ok,94.424,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986488}",{},2874,andy-VirtualBox,False
1290,cnp_endurance_multivm_20260918T130822Z-task-0001290,detect.synthetic,2026-09-18T13:56:37.794883+00:00,2026-09-18T13:56:37.847993+00:00,2580.047,ubuntu-beta,ok,52.908,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962208}",{},2874,andy-VirtualBox,False
1291,cnp_endurance_multivm_20260918T130822Z-task-0001291,correlate.synthetic,2026-09-18T13:56:39.803970+00:00,2026-09-18T13:56:39.859252+00:00,2582.063,ubuntu-beta,ok,55.363,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944522}",{},2874,andy-VirtualBox,False
1292,cnp_endurance_multivm_20260918T130822Z-task-0001292,parse.synthetic,2026-09-18T13:56:41.799726+00:00,2026-09-18T13:56:41.850788+00:00,2584.047,debian-alpha,ok,51.03,0,"{""debian-alpha"": 0.983541, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1293,cnp_endurance_multivm_20260918T130822Z-task-0001293,route.synthetic,2026-09-18T13:56:43.807243+00:00,2026-09-18T13:56:43.856222+00:00,2586.047,ubuntu-beta,ok,49.361,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986483}",{},2874,andy-VirtualBox,False
1294,cnp_endurance_multivm_20260918T130822Z-task-0001294,detect.synthetic,2026-09-18T13:56:45.796698+00:00,2026-09-18T13:56:45.854378+00:00,2588.047,ubuntu-beta,ok,58.012,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962217}",{},2874,andy-VirtualBox,False
1295,cnp_endurance_multivm_20260918T130822Z-task-0001295,correlate.synthetic,2026-09-18T13:56:47.805019+00:00,2026-09-18T13:56:47.999174+00:00,2590.204,ubuntu-beta,ok,193.202,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944527}",{},2874,andy-VirtualBox,False
1296,cnp_endurance_multivm_20260918T130822Z-task-0001296,parse.synthetic,2026-09-18T13:56:49.797956+00:00,2026-09-18T13:56:49.841377+00:00,2592.047,debian-alpha,ok,43.537,0,"{""debian-alpha"": 0.983542, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1297,cnp_endurance_multivm_20260918T130822Z-task-0001297,route.synthetic,2026-09-18T13:56:51.798642+00:00,2026-09-18T13:56:51.859726+00:00,2594.063,ubuntu-beta,ok,61.222,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986485}",{},2874,andy-VirtualBox,False
1298,cnp_endurance_multivm_20260918T130822Z-task-0001298,detect.synthetic,2026-09-18T13:56:53.800904+00:00,2026-09-18T13:56:53.855379+00:00,2596.047,ubuntu-beta,ok,54.612,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962218}",{},2874,andy-VirtualBox,False
1299,cnp_endurance_multivm_20260918T130822Z-task-0001299,correlate.synthetic,2026-09-18T13:56:55.796576+00:00,2026-09-18T13:56:55.852534+00:00,2598.047,ubuntu-beta,ok,56.016,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944509}",{},2874,andy-VirtualBox,False
1300,cnp_endurance_multivm_20260918T130822Z-task-0001300,parse.synthetic,2026-09-18T13:56:57.808836+00:00,2026-09-18T13:56:57.872843+00:00,2600.079,debian-alpha,ok,64.338,0,"{""debian-alpha"": 0.983549, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1301,cnp_endurance_multivm_20260918T130822Z-task-0001301,route.synthetic,2026-09-18T13:56:59.797590+00:00,2026-09-18T13:56:59.863751+00:00,2602.063,ubuntu-beta,ok,66.264,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986486}",{},2874,andy-VirtualBox,False
1302,cnp_endurance_multivm_20260918T130822Z-task-0001302,detect.synthetic,2026-09-18T13:57:01.805085+00:00,2026-09-18T13:57:01.863129+00:00,2604.063,ubuntu-beta,ok,58.126,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962221}",{},2874,andy-VirtualBox,False
1303,cnp_endurance_multivm_20260918T130822Z-task-0001303,correlate.synthetic,2026-09-18T13:57:03.803342+00:00,2026-09-18T13:57:03.862946+00:00,2606.063,ubuntu-beta,ok,59.825,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944534}",{},2874,andy-VirtualBox,False
1304,cnp_endurance_multivm_20260918T130822Z-task-0001304,parse.synthetic,2026-09-18T13:57:05.804535+00:00,2026-09-18T13:57:05.883766+00:00,2608.079,debian-alpha,ok,79.219,0,"{""debian-alpha"": 0.983557, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1305,cnp_endurance_multivm_20260918T130822Z-task-0001305,route.synthetic,2026-09-18T13:57:07.808166+00:00,2026-09-18T13:57:07.864670+00:00,2610.063,ubuntu-beta,ok,56.719,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986535}",{},2874,andy-VirtualBox,False
1306,cnp_endurance_multivm_20260918T130822Z-task-0001306,detect.synthetic,2026-09-18T13:57:09.804847+00:00,2026-09-18T13:57:09.856884+00:00,2612.063,ubuntu-beta,ok,52.363,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96258}",{},2874,andy-VirtualBox,False
1307,cnp_endurance_multivm_20260918T130822Z-task-0001307,correlate.synthetic,2026-09-18T13:57:11.797989+00:00,2026-09-18T13:57:11.850973+00:00,2614.047,ubuntu-beta,ok,53.029,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944668}",{},2874,andy-VirtualBox,False
1308,cnp_endurance_multivm_20260918T130822Z-task-0001308,parse.synthetic,2026-09-18T13:57:13.806959+00:00,2026-09-18T13:57:13.862370+00:00,2616.063,debian-alpha,ok,55.587,0,"{""debian-alpha"": 0.983566, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1309,cnp_endurance_multivm_20260918T130822Z-task-0001309,route.synthetic,2026-09-18T13:57:15.803183+00:00,2026-09-18T13:57:15.858568+00:00,2618.063,ubuntu-beta,ok,55.48,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986587}",{},2874,andy-VirtualBox,False
1310,cnp_endurance_multivm_20260918T130822Z-task-0001310,detect.synthetic,2026-09-18T13:57:17.800385+00:00,2026-09-18T13:57:17.852513+00:00,2620.047,ubuntu-beta,ok,52.67,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962606}",{},2874,andy-VirtualBox,False
1311,cnp_endurance_multivm_20260918T130822Z-task-0001311,correlate.synthetic,2026-09-18T13:57:19.809430+00:00,2026-09-18T13:57:19.857721+00:00,2622.063,ubuntu-beta,ok,48.542,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.94467}",{},2874,andy-VirtualBox,False
1312,cnp_endurance_multivm_20260918T130822Z-task-0001312,parse.synthetic,2026-09-18T13:57:21.797695+00:00,2026-09-18T13:57:21.841523+00:00,2624.047,debian-alpha,ok,43.547,0,"{""debian-alpha"": 0.983563, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1313,cnp_endurance_multivm_20260918T130822Z-task-0001313,route.synthetic,2026-09-18T13:57:23.797339+00:00,2026-09-18T13:57:23.848161+00:00,2626.047,ubuntu-beta,ok,50.823,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986597}",{},2874,andy-VirtualBox,False
1314,cnp_endurance_multivm_20260918T130822Z-task-0001314,detect.synthetic,2026-09-18T13:57:25.804675+00:00,2026-09-18T13:57:25.859868+00:00,2628.063,ubuntu-beta,ok,55.584,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96261}",{},2874,andy-VirtualBox,False
1315,cnp_endurance_multivm_20260918T130822Z-task-0001315,correlate.synthetic,2026-09-18T13:57:27.800658+00:00,2026-09-18T13:57:27.853039+00:00,2630.047,ubuntu-beta,ok,52.242,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944674}",{},2874,andy-VirtualBox,False
1316,cnp_endurance_multivm_20260918T130822Z-task-0001316,parse.synthetic,2026-09-18T13:57:29.809062+00:00,2026-09-18T13:57:29.854940+00:00,2632.047,debian-alpha,ok,46.064,0,"{""debian-alpha"": 0.983575, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1317,cnp_endurance_multivm_20260918T130822Z-task-0001317,route.synthetic,2026-09-18T13:57:31.794580+00:00,2026-09-18T13:57:31.842023+00:00,2634.047,ubuntu-beta,ok,47.702,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986605}",{},2874,andy-VirtualBox,False
1318,cnp_endurance_multivm_20260918T130822Z-task-0001318,detect.synthetic,2026-09-18T13:57:33.798270+00:00,2026-09-18T13:57:33.850362+00:00,2636.047,ubuntu-beta,ok,52.064,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96261}",{},2874,andy-VirtualBox,False
1319,cnp_endurance_multivm_20260918T130822Z-task-0001319,correlate.synthetic,2026-09-18T13:57:35.806011+00:00,2026-09-18T13:57:35.878466+00:00,2638.079,ubuntu-beta,ok,72.434,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944678}",{},2874,andy-VirtualBox,False
1320,cnp_endurance_multivm_20260918T130822Z-task-0001320,parse.synthetic,2026-09-18T13:57:37.804271+00:00,2026-09-18T13:57:37.858101+00:00,2640.063,debian-alpha,ok,53.684,0,"{""debian-alpha"": 0.983577, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1321,cnp_endurance_multivm_20260918T130822Z-task-0001321,route.synthetic,2026-09-18T13:57:39.798306+00:00,2026-09-18T13:57:39.844607+00:00,2642.047,ubuntu-beta,ok,46.468,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986608}",{},2874,andy-VirtualBox,False
1322,cnp_endurance_multivm_20260918T130822Z-task-0001322,detect.synthetic,2026-09-18T13:57:41.801475+00:00,2026-09-18T13:57:41.845591+00:00,2644.047,ubuntu-beta,ok,44.418,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962638}",{},2874,andy-VirtualBox,False
1323,cnp_endurance_multivm_20260918T130822Z-task-0001323,correlate.synthetic,2026-09-18T13:57:43.802515+00:00,2026-09-18T13:57:43.854813+00:00,2646.047,ubuntu-beta,ok,52.354,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944679}",{},2874,andy-VirtualBox,False
1324,cnp_endurance_multivm_20260918T130822Z-task-0001324,parse.synthetic,2026-09-18T13:57:45.795311+00:00,2026-09-18T13:57:45.849522+00:00,2648.047,debian-alpha,ok,54.125,0,"{""debian-alpha"": 0.983685, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1325,cnp_endurance_multivm_20260918T130822Z-task-0001325,route.synthetic,2026-09-18T13:57:47.807609+00:00,2026-09-18T13:57:47.859110+00:00,2650.063,ubuntu-beta,ok,51.963,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.98662}",{},2874,andy-VirtualBox,False
1326,cnp_endurance_multivm_20260918T130822Z-task-0001326,detect.synthetic,2026-09-18T13:57:49.799591+00:00,2026-09-18T13:57:49.848831+00:00,2652.047,ubuntu-beta,ok,49.567,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962659}",{},2874,andy-VirtualBox,False
1327,cnp_endurance_multivm_20260918T130822Z-task-0001327,correlate.synthetic,2026-09-18T13:57:51.805487+00:00,2026-09-18T13:57:51.856157+00:00,2654.047,ubuntu-beta,ok,50.741,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944683}",{},2874,andy-VirtualBox,False
1328,cnp_endurance_multivm_20260918T130822Z-task-0001328,parse.synthetic,2026-09-18T13:57:53.796277+00:00,2026-09-18T13:57:53.843589+00:00,2656.047,debian-alpha,ok,47.007,0,"{""debian-alpha"": 0.983687, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1329,cnp_endurance_multivm_20260918T130822Z-task-0001329,route.synthetic,2026-09-18T13:57:55.796385+00:00,2026-09-18T13:57:55.854269+00:00,2658.047,ubuntu-beta,ok,57.731,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986626}",{},2874,andy-VirtualBox,False
1330,cnp_endurance_multivm_20260918T130822Z-task-0001330,detect.synthetic,2026-09-18T13:57:57.804057+00:00,2026-09-18T13:57:57.856655+00:00,2660.047,ubuntu-beta,ok,52.867,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962664}",{},2874,andy-VirtualBox,False
1331,cnp_endurance_multivm_20260918T130822Z-task-0001331,correlate.synthetic,2026-09-18T13:57:59.796678+00:00,2026-09-18T13:57:59.849599+00:00,2662.047,ubuntu-beta,ok,53.248,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944687}",{},2874,andy-VirtualBox,False
1332,cnp_endurance_multivm_20260918T130822Z-task-0001332,parse.synthetic,2026-09-18T13:58:01.806535+00:00,2026-09-18T13:58:01.862510+00:00,2664.063,debian-alpha,ok,56.203,0,"{""debian-alpha"": 0.983692, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1333,cnp_endurance_multivm_20260918T130822Z-task-0001333,route.synthetic,2026-09-18T13:58:03.803623+00:00,2026-09-18T13:58:03.860430+00:00,2666.063,ubuntu-beta,ok,56.692,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986627}",{},2874,andy-VirtualBox,False
1334,cnp_endurance_multivm_20260918T130822Z-task-0001334,detect.synthetic,2026-09-18T13:58:05.800065+00:00,2026-09-18T13:58:05.856893+00:00,2668.063,ubuntu-beta,ok,57.106,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962666}",{},2874,andy-VirtualBox,False
1335,cnp_endurance_multivm_20260918T130822Z-task-0001335,correlate.synthetic,2026-09-18T13:58:07.798309+00:00,2026-09-18T13:58:07.867589+00:00,2670.063,ubuntu-beta,ok,69.691,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944691}",{},2874,andy-VirtualBox,False
1336,cnp_endurance_multivm_20260918T130822Z-task-0001336,parse.synthetic,2026-09-18T13:58:09.808367+00:00,2026-09-18T13:58:09.869315+00:00,2672.063,debian-alpha,ok,61.398,0,"{""debian-alpha"": 0.983694, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1337,cnp_endurance_multivm_20260918T130822Z-task-0001337,route.synthetic,2026-09-18T13:58:11.809561+00:00,2026-09-18T13:58:11.861657+00:00,2674.063,ubuntu-beta,ok,51.974,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986628}",{},2874,andy-VirtualBox,False
1338,cnp_endurance_multivm_20260918T130822Z-task-0001338,detect.synthetic,2026-09-18T13:58:13.802752+00:00,2026-09-18T13:58:13.855165+00:00,2676.047,ubuntu-beta,ok,52.307,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962667}",{},2874,andy-VirtualBox,False
1339,cnp_endurance_multivm_20260918T130822Z-task-0001339,correlate.synthetic,2026-09-18T13:58:15.795607+00:00,2026-09-18T13:58:15.846813+00:00,2678.047,ubuntu-beta,ok,51.174,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944692}",{},2874,andy-VirtualBox,False
1340,cnp_endurance_multivm_20260918T130822Z-task-0001340,parse.synthetic,2026-09-18T13:58:17.804300+00:00,2026-09-18T13:58:17.852664+00:00,2680.047,debian-alpha,ok,48.192,0,"{""debian-alpha"": 0.983693, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1341,cnp_endurance_multivm_20260918T130822Z-task-0001341,route.synthetic,2026-09-18T13:58:19.807988+00:00,2026-09-18T13:58:19.861490+00:00,2682.063,ubuntu-beta,ok,53.635,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986631}",{},2874,andy-VirtualBox,False
1342,cnp_endurance_multivm_20260918T130822Z-task-0001342,detect.synthetic,2026-09-18T13:58:21.801681+00:00,2026-09-18T13:58:21.846340+00:00,2684.047,ubuntu-beta,ok,44.562,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962673}",{},2874,andy-VirtualBox,False
1343,cnp_endurance_multivm_20260918T130822Z-task-0001343,correlate.synthetic,2026-09-18T13:58:23.803166+00:00,2026-09-18T13:58:23.856816+00:00,2686.063,ubuntu-beta,ok,53.644,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944695}",{},2874,andy-VirtualBox,False
1344,cnp_endurance_multivm_20260918T130822Z-task-0001344,parse.synthetic,2026-09-18T13:58:25.795763+00:00,2026-09-18T13:58:25.851454+00:00,2688.047,debian-alpha,ok,56.024,0,"{""debian-alpha"": 0.983694, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1345,cnp_endurance_multivm_20260918T130822Z-task-0001345,route.synthetic,2026-09-18T13:58:27.807505+00:00,2026-09-18T13:58:27.862019+00:00,2690.063,ubuntu-beta,ok,54.519,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986642}",{},2874,andy-VirtualBox,False
1346,cnp_endurance_multivm_20260918T130822Z-task-0001346,detect.synthetic,2026-09-18T13:58:29.802186+00:00,2026-09-18T13:58:29.855497+00:00,2692.047,ubuntu-beta,ok,53.26,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962676}",{},2874,andy-VirtualBox,False
1347,cnp_endurance_multivm_20260918T130822Z-task-0001347,correlate.synthetic,2026-09-18T13:58:31.796165+00:00,2026-09-18T13:58:31.869531+00:00,2694.063,ubuntu-beta,ok,73.63,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944699}",{},2874,andy-VirtualBox,False
1348,cnp_endurance_multivm_20260918T130822Z-task-0001348,parse.synthetic,2026-09-18T13:58:33.809116+00:00,2026-09-18T13:58:33.859119+00:00,2696.063,debian-alpha,ok,50.097,0,"{""debian-alpha"": 0.983696, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1349,cnp_endurance_multivm_20260918T130822Z-task-0001349,route.synthetic,2026-09-18T13:58:35.799148+00:00,2026-09-18T13:58:35.858424+00:00,2698.063,ubuntu-beta,ok,59.528,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986645}",{},2874,andy-VirtualBox,False
1350,cnp_endurance_multivm_20260918T130822Z-task-0001350,detect.synthetic,2026-09-18T13:58:37.799187+00:00,2026-09-18T13:58:37.856572+00:00,2700.047,ubuntu-beta,ok,57.55,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962676}",{},2874,andy-VirtualBox,False
1351,cnp_endurance_multivm_20260918T130822Z-task-0001351,correlate.synthetic,2026-09-18T13:58:39.796722+00:00,2026-09-18T13:58:39.871986+00:00,2702.063,ubuntu-beta,ok,75.66,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944695}",{},2874,andy-VirtualBox,False
1352,cnp_endurance_multivm_20260918T130822Z-task-0001352,parse.synthetic,2026-09-18T13:58:41.796881+00:00,2026-09-18T13:58:41.862418+00:00,2704.063,debian-alpha,ok,65.549,0,"{""debian-alpha"": 0.983717, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1353,cnp_endurance_multivm_20260918T130822Z-task-0001353,route.synthetic,2026-09-18T13:58:43.802901+00:00,2026-09-18T13:58:43.853117+00:00,2706.047,ubuntu-beta,ok,50.18,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986725}",{},2874,andy-VirtualBox,False
1354,cnp_endurance_multivm_20260918T130822Z-task-0001354,detect.synthetic,2026-09-18T13:58:45.808394+00:00,2026-09-18T13:58:45.860121+00:00,2708.063,ubuntu-beta,ok,52.052,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962706}",{},2874,andy-VirtualBox,False
1355,cnp_endurance_multivm_20260918T130822Z-task-0001355,correlate.synthetic,2026-09-18T13:58:47.801768+00:00,2026-09-18T13:58:47.874716+00:00,2710.079,ubuntu-beta,ok,72.763,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944694}",{},2874,andy-VirtualBox,False
1356,cnp_endurance_multivm_20260918T130822Z-task-0001356,parse.synthetic,2026-09-18T13:58:49.799013+00:00,2026-09-18T13:58:49.846606+00:00,2712.047,debian-alpha,ok,47.345,0,"{""debian-alpha"": 0.983708, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1357,cnp_endurance_multivm_20260918T130822Z-task-0001357,route.synthetic,2026-09-18T13:58:51.803343+00:00,2026-09-18T13:58:51.856282+00:00,2714.047,ubuntu-beta,ok,52.903,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986728}",{},2874,andy-VirtualBox,False
1358,cnp_endurance_multivm_20260918T130822Z-task-0001358,detect.synthetic,2026-09-18T13:58:53.796260+00:00,2026-09-18T13:58:53.844443+00:00,2716.047,ubuntu-beta,ok,48.331,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.962711}",{},2874,andy-VirtualBox,False
1359,cnp_endurance_multivm_20260918T130822Z-task-0001359,correlate.synthetic,2026-09-18T13:58:55.801566+00:00,2026-09-18T13:58:55.856619+00:00,2718.047,ubuntu-beta,ok,55.255,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.944689}",{},2874,andy-VirtualBox,False
1360,cnp_endurance_multivm_20260918T130822Z-task-0001360,parse.synthetic,2026-09-18T13:58:57.796897+00:00,2026-09-18T13:58:57.845034+00:00,2720.047,debian-alpha,ok,48.312,0,"{""debian-alpha"": 0.983708, ""ubuntu-beta"": 0.809}",{},2875,andy,False
1361,cnp_endurance_multivm_20260918T130822Z-task-0001361,route.synthetic,2026-09-18T13:58:59.804722+00:00,2026-09-18T13:58:59.856223+00:00,2722.047,ubuntu-beta,ok,51.653,0,"{""debian-alpha"": 0.863827, ""ubuntu-beta"": 0.986729}",{},2874,andy-VirtualBox,False
