dataset;subtype;filepath;lineno;recno;timestamp_iso;severity;event;source;component;host;pid;tid;session;user;uid;gid;auid;euid;egid;exe;path;path_all;exec_args;exec_args_all;exec_env_all;src_ip;src_port;dst_ip;dst_port;proto;length;flags;http_method;http_url;http_status;bytes_sent;user_agent;referrer;category;subcategory;message;wazuh_rule_level;wazuh_rule_id;wazuh_decoder;wazuh_groups;wazuh_rule_description
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;737;737;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:29 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;738;738;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:29 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;739;739;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:29 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;740;740;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:30 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;741;741;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:30 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;742;742;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:30 sohaib-virtual-machine sudo:   sohaib : TTY=pts/8 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""8DKipK3l""; readlink -e /snap/core22/current/usr/share/lintian/overrides/openssl 2>/dev/null; printf ""command_done_%s"" ""RSEGPj7d""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;743;743;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:35 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;744;744;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:36 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""7J6YbO5h""; readlink -e /snap/core22/858/lib/python3/dist-packages/cryptography/hazmat/bindings/openssl 2>/dev/null; printf ""command_done_%s"" ""Wmn1xDm_""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;745;745;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:36 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;746;746;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:36 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""2VAIcDYQ""; timeout -s9 900s find \'/\' ! \\( -fstype nfs -prune -o -fstype nfs4 -prune -o -fstype cifs -prune -o -fstype smbfs -prune -o -fstype afs -prune -o -fstype sysfs -prune -o -fstype proc -prune -o -fstype panfs -prune \\) -type f -name \'*.jar\' 2>/dev/null; RET=$?; echo; echo ""$RET""; printf ""command_done_%s"" ""UtphVczS""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;747;747;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:36 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;748;748;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:37 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""_zRcEyTl""; ls -l /snap/core22/858/usr/lib/python3/dist-packages/cryptography/hazmat/bindings/openssl; printf ""command_done_%s"" ""zxPw7318""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;749;749;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:37 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;750;750;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:38 sohaib-virtual-machine sudo:   sohaib : TTY=pts/11 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""Wy0EYESl""; ls -l /snap/core22/858/usr/lib/x86_64-linux-gnu/libcrypto.so.3; printf ""command_done_%s"" ""6J0Kq8uV""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;751;751;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:38 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;752;752;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:39 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""qhh6XB4A""; readlink -e /snap/core22/858/lib/x86_64-linux-gnu/libssl.so.3 2>/dev/null; printf ""command_done_%s"" ""ZXhGNMyn""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;753;753;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:39 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;754;754;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:40 sohaib-virtual-machine sudo:   sohaib : TTY=pts/11 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""l2M90YwZ""; ls -l /snap/core22/858/usr/lib/x86_64-linux-gnu/libssl.so.3; printf ""command_done_%s"" ""odJoLvav""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;755;755;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:30 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""ZAa0jST8""; echo $EPP_HOME; printf ""command_done_%s"" ""j4ye9ZWW""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;756;756;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:30 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;757;757;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:30 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;758;758;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:31 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;759;759;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:32 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""sOd0IVt3""; readlink -e /snap/core22/858/bin/openssl 2>/dev/null; printf ""command_done_%s"" ""CWJ0OR9C""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;760;760;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:32 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;761;761;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:32 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;762;762;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:32 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;763;763;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:33 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""ZCWOSMRX""; grep -o -a \'[0-9]\\+\\.[0-9]\\{1,2\\}\\.[0-9]\\{1,2\\}\\(\\(_[0-9]\\{1,3\\}\\)\\{0,1\\}-b[0-9]\\{1,2\\}\\|+[0-9]\\{1,\\}\\)\' /usr/share/java; printf ""command_done_%s"" ""2OoJvzh_""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;764;764;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:33 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;765;765;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:33 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;766;766;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:33 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""vUMKO6oI""; cat /usr/share/java; printf ""command_done_%s"" ""F2GES2Ei""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;767;767;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:33 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;768;768;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:34 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;769;769;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:34 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;770;770;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:34 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""b5B9RxPS""; grep -o -a \'[0-9]\\+\\.[0-9]\\{1,2\\}\\.[0-9]\\{1,2\\}\\(\\(_[0-9]\\{1,3\\}\\)\\{0,1\\}-b[0-9]\\{1,2\\}\\|+[0-9]\\{1,\\}\\)\' /usr/share/java/bin/java; printf ""command_done_%s"" ""muqMTneJ""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;771;771;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:34 sohaib-virtual-machine sudo:   sohaib : TTY=pts/10 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""lzD4itxI""; readlink -e /snap/core22/858/lib/python3/dist-packages/cryptography/hazmat/backends/openssl 2>/dev/null; printf ""command_done_%s"" ""1ZL1titH""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;772;772;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:56 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;773;773;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:56 sohaib-virtual-machine sudo:   sohaib : TTY=pts/6 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""yPbyNyuX""; unzip -Z1 /snap/gnome-42-2204/141/usr/share/java/gettext.jar; printf ""command_done_%s"" ""vuPMyRUy""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;774;774;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:56 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;775;775;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:57 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;776;776;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:57 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;777;777;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:57 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;778;778;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:58 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""T4CRgKby""; grep -aE \'This is Libgcrypt ([0-9.]+)\' /snap/gnome-42-2204/141/usr/bin/libgcrypt-config 2>/dev/null; printf ""command_done_%s"" ""nyOZX3xz""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;779;779;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:58 sohaib-virtual-machine sudo:   sohaib : TTY=pts/4 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""ElvbKicr""; unzip -Z1 /snap/gnome-42-2204/120/usr/share/java/gettext.jar; printf ""command_done_%s"" ""oZtRH9Sy""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;780;780;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:58 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;781;781;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:58 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""Vw4Pz7ff""; unzip -Z1 /snap/gnome-42-2204/120/usr/share/java/libintl-0.21.jar; printf ""command_done_%s"" ""rU6L0fEQ""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;782;782;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:58 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;783;783;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:58 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;784;784;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:59 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;785;785;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:59 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;786;786;;INFO;5402;sudo;sudo;machine-2; ;; ;sohaib; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;sudo;"Oct 18 23:47:59 sohaib-virtual-machine sudo:   sohaib : TTY=pts/2 ; PWD=/home/sohaib ; USER=root ; COMMAND=/usr/bin/sh -c 'printf ""command_start_%s"" ""98QTUG_Z""; readlink -e /snap/core22/864/lib/x86_64-linux-gnu/libssl.so.3 2>/dev/null; printf ""command_done_%s"" ""_bjqdGAv""'";3;5402;sudo;"[""syslog"",""sudo""]";Successful sudo to ROOT executed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;787;787;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:47:59 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;788;788;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:48:00 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;789;789;;INFO;5502;pam;sudo;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:48:00 sohaib-virtual-machine sudo: pam_unix(sudo:session): session closed for user root;3;5502;pam;"[""pam"",""syslog""]";PAM: Login session closed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;790;790;;INFO;5501;pam;sudo;machine-2; ;; ;sohaib;1000; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 18 23:48:00 sohaib-virtual-machine sudo: pam_unix(sudo:session): session opened for user root(uid=0) by sohaib(uid=1000);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
